id,ids_prism,ids_espn,ids_fantasypros,ids_fantasyprosSlug,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay,profile_height,profile_weight,position_abbreviation,position_group,profile_rookieYear
3tmqyqlt0w,3tmqyqlt0w,4594749,23167,michael-trigg,00-0040939,22963,TrigMi00,13401,6bff41b0-4191-11f1-9de2-13456d982f5a,Q113876337,42887,M.Trigg,Michael,Michael Trigg,"Trigg, Michael","Trigg, M",Michael Trigg,,Michael Trigg,Trigg,Michael,,2002-06-27,2002,06,27,76,250,TE,TE,2026
3v02hez7pr,3v02hez7pr,4371733,23310,kenneth-gainwell,00-0036919,18772,GainKe00,7567,e2a5882a-dcc1-4800-889f-3b957b21834f,Q88089345,33538,K.Gainwell,Kenneth,Kenny Gainwell,"Gainwell, Kenny","Gainwell, K",Kenneth Gainwell,,Kenny Gainwell,Gainwell,Kenny,,1999-03-14,1999,03,14,69,200,RB,RB,2021
3wg54ml43h,3wg54ml43h,2985659,16026,wil-lutz,00-0032569,14404,LutzWi00,3678,c4cf84d0-6022-4ac1-a9ba-85587921c53f,Q24248320,29754,W.Lutz,William,Wil Lutz,"Lutz, Wil","Lutz, W",William Lutz,,Wil Lutz,Lutz,Wil,,1994-07-07,1994,07,07,71,184,K,SPEC,2016
45tellv7x8,45tellv7x8,4869132,28141,reggie-virgil,00-0041070,23111,VirgRe00,13297,5c342ca7-20ec-4278-8d30-f8134d5a0fd3,Q136813968,42791,R.Virgil,Reggie,Reggie Virgil,"Virgil, Reggie","Virgil, R",Reggie Virgil,,Reggie Virgil,Virgil,Reggie,,2004-05-14,2004,05,14,74,187,WR,WR,2026
4712ckx40r,4712ckx40r,4688380,24755,cam-ward,00-0040676,20310,WardCa00,12522,3c76cab3-3df2-43dd-acaa-57e055bd32d0,Q110263644,41786,C.Ward,Cameron,Cam Ward,"Ward, Cam","Ward, C",Cameron Ward,,Cam Ward,Ward,Cam,,2002-05-25,2002,05,25,74,219,QB,QB,2025
4cetc28rd0,4cetc28rd0,4429501,26191,ray-davis,00-0039875,21151,DaviRa04,11575,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,Q123050591,40980,R.Davis,Re'Mahn,Ray Davis,"Davis, Ray","Davis, R",Re'Mahn Davis,,Ray Davis,Davis,Ray,,1999-11-20,1999,11,20,68,211,RB,RB,2024
4dlr3qt49h,4dlr3qt49h,4569587,22985,wandale-robinson,00-0038117,19460,RobiWa01,8126,582dfe0e-98f3-48a5-8a2d-a52baa926b05,Q108855775,33998,W.Robinson,Wan'Dale,Wan'Dale Robinson,"Robinson, Wan'Dale","Robinson, W",Wan'Dale Robinson,,Wan'Dale Robinson,Robinson,Wan'Dale,,2001-01-05,2001,01,05,68,185,WR,WR,2022
4ehg89cwmd,4ehg89cwmd,5150247,26012,malik-benson,00-0040894,23172,BensMa00,13329,27e1ef17-ce10-4e14-99e6-328672f57dcd,Q118570936,42817,M.Benson,Malik,Malik Benson,"Benson, Malik","Benson, M",Malik Benson,,Malik Benson,Benson,Malik,,2002-10-17,2002,10,17,72,189,WR,WR,2026
4fsbd09q6r,4fsbd09q6r,4239934,19358,aj-dillon,00-0036265,17996,DillAJ00,6828,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,Q54861465,32732,A.Dillon,Algiers,AJ Dillon,"Dillon, AJ","Dillon, A",Algiers Dillon,,AJ Dillon,Dillon,AJ,,1998-05-02,1998,05,02,72,247,RB,RB,2020
4grnf93vx0,4grnf93vx0,4690923,26310,ben-sinnott,00-0039912,21164,SinnBe00,11596,b5c717af-9116-483c-9ab3-c9db0a988ab8,Q120765641,40931,B.Sinnott,Ben,Ben Sinnott,"Sinnott, Ben","Sinnott, B",Ben Sinnott,,Ben Sinnott,Sinnott,Ben,,2002-06-14,2002,06,14,76,245,TE,TE,2024
4jntkkkqbw,4jntkkkqbw,5081508,28297,eli-heidenreich,00-0041490,22968,HeidEl00,13423,4e49c857-13bf-4156-ab13-706e4088179b,Q136803025,42852,E.Heidenreich,Eli,Eli Heidenreich,"Heidenreich, Eli","Heidenreich, E",Eli Heidenreich,,Eli Heidenreich,Heidenreich,Eli,,2003-07-28,2003,07,28,72,198,RB,RB,2026
4m15mem7wr,4m15mem7wr,4429955,25972,will-howard,00-0040203,22376,HowaWi01,12511,b8a1b579-3a7e-4858-960b-fbfaca8de613,Q115819176,41989,W.Howard,Will,Will Howard,"Howard, Will","Howard, W",Will Howard,,Will Howard,Howard,Will,,2001-09-24,2001,09,24,76,235,QB,QB,2025
4memq7tfkw,4memq7tfkw,4035020,19665,charlie-woerner,00-0036429,18271,WoerCh00,7075,527dfee0-a242-4dc7-830a-ab7028308259,Q91940308,32860,C.Woerner,Charles,Charlie Woerner,"Woerner, Charlie","Woerner, C",Charles Woerner,,Charlie Woerner,Woerner,Charlie,,1997-10-16,1997,10,16,77,250,TE,TE,2020
4p9qvlqwc8,4p9qvlqwc8,5159802,28352,dallen-bentley,00-0041133,23142,BentDa00,13577,4b40205a-7f62-4fd4-bc25-c470cc76a70f,Q137534358,42878,D.Bentley,Dallen,Dallen Bentley,"Bentley, Dallen","Bentley, D",Dallen Bentley,,Dallen Bentley,Bentley,Dallen,,2000-12-31,2000,12,31,76,259,TE,TE,2026
4pq7mxw38m,4pq7mxw38m,4832846,28084,demond-claiborne,00-0041104,22944,ClaiDe00,13347,b17d816a-b687-488f-ac03-7dcba5aae0b6,Q136132094,42820,D.Claiborne,Demond,Demond Claiborne,"Claiborne, Demond","Claiborne, D",Demond Claiborne,,Demond Claiborne,Claiborne,Demond,,2003-10-09,2003,10,09,70,188,RB,RB,2026
4q7g562wbw,4q7g562wbw,4695193,27445,efton-chismi,00-0040563,22673,ChisEf00,12542,6704a490-2534-11f0-a084-3df705a62310,Q132435812,42296,E.Chism,Efton,Efton Chism,"Chism, Efton","Chism, E",Efton Chism III,III,Efton Chism III,Chism,Efton,,2001-10-26,2001,10,26,70,198,WR,WR,2025
4xyq5hrdyh,4xyq5hrdyh,4573697,26546,mason-tipton,00-0039623,21492,TiptMa00,11895,91918b20-0572-11ef-96c1-f73e6ad39631,Q129084698,41188,M.Tipton,Mason,Mason Tipton,"Tipton, Mason","Tipton, M",Mason Tipton,,Mason Tipton,Tipton,Mason,,2000-09-27,2000,09,27,71,187,WR,WR,2024
505463xvb0,505463xvb0,4434153,25321,tyson-bagent,00-0038416,20814,BageTy00,11256,9bdeb910-ead2-11ed-999e-03b49558b5db,Q114323995,40504,T.Bagent,Tyson,Tyson Bagent,"Bagent, Tyson","Bagent, T",Tyson Bagent,,Tyson Bagent,Bagent,Tyson,,2000-06-08,2000,06,08,75,213,QB,QB,2023
50l008xveh,50l008xveh,4597500,24357,adonai-mitchell,00-0039890,21129,MitcAd00,11625,190dbc97-2b7c-4023-b6b0-5729b854b60b,Q109012827,40915,A.Mitchell,Adonai,Adonai Mitchell,"Mitchell, Adonai","Mitchell, A",Adonai Mitchell,,Adonai Mitchell,Mitchell,Adonai,,2002-10-08,2002,10,08,74,205,WR,WR,2024
50mvqb2dpr,50mvqb2dpr,4685350,25393,trevor-etienne,00-0040644,22094,EtieTr01,12531,39e2d13c-0fb7-465f-ad8b-0b4bb73e1124,Q115492523,41913,T.Etienne,Trevor,Trevor Etienne,"Etienne, Trevor","Etienne, T",Trevor Etienne,,Trevor Etienne,Etienne,Trevor,,2004-07-09,2004,07,09,69,204,RB,RB,2025
5102vtb45r,5102vtb45r,4819231,27165,kaleb-johnson-rb,00-0040142,22098,JohnKa03,12504,9738de9a-7626-460f-a786-28433ef70a1f,Q130302368,41881,K.Johnson,Kaleb,Kaleb Johnson,"Johnson, Kaleb","Johnson, K",Kaleb Johnson,,Kaleb Johnson,Johnson,Kaleb,,2003-08-14,2003,08,14,72,225,RB,RB,2025
52jvllxxym,52jvllxxym,4241416,19792,chuba-hubbard,00-0036555,18773,HubbCh01,7594,32205e74-b23f-420a-b312-465b29260745,Q67691583,33514,C.Hubbard,Chuba,Chuba Hubbard,"Hubbard, Chuba","Hubbard, C",Chuba Hubbard,,Chuba Hubbard,Hubbard,Chuba,,1999-06-11,1999,06,11,73,216,RB,RB,2021
59bexk7918,59bexk7918,4569382,23135,jordan-whittington,00-0039751,21389,WhitJo04,11623,7cc58a3b-157a-4f43-a7de-5bc403f9ce6b,Q123365074,41083,J.Whittington,Jordan,Jordan Whittington,"Whittington, Jordan","Whittington, J",Jordan Whittington,,Jordan Whittington,Whittington,Jordan,,2000-10-01,2000,10,01,73,202,WR,WR,2024
5ec9q5q0l4,5ec9q5q0l4,4428557,25323,tyjae-spears,00-0039032,20329,SpeaTy00,9508,af71f149-7758-40b7-973a-9fe6320cf4f5,Q115542257,40119,T.Spears,Tyjae,Tyjae Spears,"Spears, Tyjae","Spears, T",Tyjae Spears,,Tyjae Spears,Spears,Tyjae,,2001-06-15,2001,06,15,71,200,RB,RB,2023
5epyecgxrd,5epyecgxrd,4383429,25693,jacob-saylors,00-0038896,20790,SaylJa00,11237,99a7f770-ea18-11ed-a93b-a93886fe0bfd,Q134625884,40474,J.Saylors,Jacob,Jacob Saylors,"Saylors, Jacob","Saylors, J",Jacob Saylors,,Jacob Saylors,Saylors,Jacob,,2000-03-08,2000,03,08,71,195,RB,RB,2023
5esy3jmwmw,5esy3jmwmw,4685397,27310,jordan-james,00-0040177,22097,JameJo01,12467,c16040c3-7534-4eeb-956c-8ed3be9972ec,Q123474548,41933,J.James,Jordan,Jordan James,"James, Jordan","James, J",Jordan James,,Jordan James,James,Jordan,,2004-03-29,2004,03,29,69,208,RB,RB,2025
5g7x9x0yc8,5g7x9x0yc8,4360797,20126,tutu-atwell,00-0036849,18802,AtweTu00,7562,7dc49535-f9dd-44b0-94f2-08ac6470130b,Q88587309,33445,T.Atwell,Chatarius,Tutu Atwell,"Atwell, Tutu","Atwell, T",Chatarius Atwell,,Tutu Atwell,Atwell,Tutu,,1999-10-07,1999,10,07,69,165,WR,WR,2021
5gndzvppcw,5gndzvppcw,3054850,16421,alvin-kamara,00-0033906,15293,KamaAl00,4035,d9c857b2-97da-4fb8-a527-afbbb2a67413,Q27443318,30180,A.Kamara,Alvin,Alvin Kamara,"Kamara, Alvin","Kamara, A",Alvin Kamara,,Alvin Kamara,Kamara,Alvin,,1995-07-25,1995,07,25,70,215,RB,RB,2017
5jkz2e67l4,5jkz2e67l4,4596472,26060,jalon-daniels,00-0041251,23314,DaniJa03,13425,3d900120-419b-11f1-ab8f-75a26d456118,Q114055824,42919,J.Daniels,Jalon,Jalon Daniels,"Daniels, Jalon","Daniels, J",Jalon Daniels,,Jalon Daniels,Daniels,Jalon,,2002-10-29,2002,10,29,72,220,QB,QB,2026
5lw5jh72zm,5lw5jh72zm,4360405,25339,jake-bobo,00-0038752,20780,BoboJa00,10867,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88,Q115492181,40452,J.Bobo,Jake,Jake Bobo,"Bobo, Jake","Bobo, J",Jake Bobo,,Jake Bobo,Bobo,Jake,,1998-08-04,1998,08,04,76,211,WR,WR,2023
5m30sny944,5m30sny944,4708486,27294,jimmy-horn-jr,00-0040218,22291,HornJi00,12523,f15872a6-7bc1-41e4-a2cd-0a2fbc432bf7,Q122308579,41999,J.Horn,Jimmy,Jimmy Horn,"Horn, Jimmy","Horn, J",Jimmy Horn Jr.,Jr.,Jimmy Horn Jr.,Horn,Jimmy,,2002-09-12,2002,09,12,68,174,WR,WR,2025
5tet5q2r7r,5tet5q2r7r,3043116,15665,demarcus-robinson,00-0032775,14714,RobiDe01,3286,46b16198-116f-4913-85db-2bc21462bd66,Q24060917,29360,D.Robinson,Demarcus,Demarcus Robinson,"Robinson, Demarcus","Robinson, D",Demarcus Robinson,,Demarcus Robinson,Robinson,Demarcus,,1994-09-21,1994,09,21,73,203,WR,WR,2016
5tve79zpr4,5tve79zpr4,4428850,24354,dontayvion-wicks,00-0038393,20314,WickDo00,9486,ea3d1393-8c3b-4e81-a519-f636d28d692e,Q113200524,40201,D.Wicks,Dontayvion,Dontayvion Wicks,"Wicks, Dontayvion","Wicks, D",Dontayvion Wicks,,Dontayvion Wicks,Wicks,Dontayvion,,2001-06-16,2001,06,16,73,206,WR,WR,2023
5w0mqcyf6h,5w0mqcyf6h,4360761,25333,michael-wilson,00-0038559,20340,WilsMi02,10232,b91be982-fccd-448e-869b-e9b5148a1730,Q116814598,40121,M.Wilson,Michael,Michael Wilson,"Wilson, Michael","Wilson, M",Michael Wilson,,Michael Wilson,Wilson,Michael,,2000-02-23,2000,02,23,74,213,WR,WR,2023
5yz9d6mj6m,5yz9d6mj6m,4034779,24568,ko-kieft,00-0037311,19746,KiefKo00,8484,f96b8338-4ffb-4612-8c29-58dc3b12db69,Q111789099,34174,K.Kieft,Ko,Ko Kieft,"Kieft, Ko","Kieft, K",Ko Kieft,,Ko Kieft,Kieft,Ko,,1998-01-20,1998,01,20,77,265,TE,TE,2022
5zbjbbv0xw,5zbjbbv0xw,4243331,23181,cade-otton,00-0038129,19632,OttoCa00,8111,f23517bd-ae85-484a-8ecb-1f7a2d851e48,Q108292970,34062,C.Otton,Cade,Cade Otton,"Otton, Cade","Otton, C",Cade Otton,,Cade Otton,Otton,Cade,,1999-04-15,1999,04,15,77,247,TE,TE,2022
5zjgsg39rm,5zjgsg39rm,4431325,28094,taylen-green,00-0041092,23135,GreeTa00,13306,0db29717-c724-4603-8e5e-d10ef35cb842,Q115442351,42804,T.Green,Taylen,Taylen Green,"Green, Taylen","Green, T",Taylen Green,,Taylen Green,Green,Taylen,,2002-10-18,2002,10,18,78,230,QB,QB,2026
5zx9ed5txr,5zx9ed5txr,3128429,17253,courtland-sutton,00-0034348,16066,SuttCo00,5045,b55ae5ba-593f-4560-9cab-14e10698e01d,Q29723427,31010,C.Sutton,Courtland,Courtland Sutton,"Sutton, Courtland","Sutton, C",Courtland Sutton,,Courtland Sutton,Sutton,Courtland,,1995-10-10,1995,10,10,76,216,WR,WR,2018
622x93nkfh,622x93nkfh,16800,12123,davante-adams,00-0031381,12729,AdamDa01,2133,e7d6ae25-bf15-4660-8b37-c37716551de3,Q16149402,27581,D.Adams,Davante,Davante Adams,"Adams, Davante","Adams, D",Davante Adams,,Davante Adams,Adams,Davante,,1992-12-24,1992,12,24,73,204,WR,WR,2014
63j28s085d,63j28s085d,3930086,18631,dawson-knox,00-0035689,17088,KnoxDa00,5906,5fb525c5-4e70-4ede-8c49-94ad0cf66b7d,Q63229960,31928,D.Knox,Dawson,Dawson Knox,"Knox, Dawson","Knox, D",Dawson Knox,,Dawson Knox,Knox,Dawson,,1996-11-14,1996,11,14,76,254,TE,TE,2019
63j61sn3rr,63j61sn3rr,4374302,19799,amonra-stbrown,00-0036963,18827,StxxAm00,7547,26ef0447-29b8-4dd1-9831-dcbf8132bb74,Q56651156,33500,A.St. Brown,Amon-Ra,Amon-Ra St. Brown,"St. Brown, Amon-Ra","St. Brown, A",Amon-Ra St. Brown,,Amon-Ra St. Brown,St. Brown,Amon-Ra,,1999-10-24,1999,10,24,72,202,WR,WR,2021
63vpp7ln4w,63vpp7ln4w,4600981,27211,pat-bryant,00-0040134,22115,BryaPa00,12492,2858209e-4aa7-4539-9901-99a4d881229c,Q130667760,41860,P.Bryant,Patrick,Pat Bryant,"Bryant, Pat","Bryant, P",Patrick Bryant,,Pat Bryant,Bryant,Pat,,2002-12-10,2002,12,10,74,200,WR,WR,2025
64tx6y8grm,64tx6y8grm,4047650,18219,dk-metcalf,00-0035640,17002,MetcDK00,5846,754faf0f-40f7-45f0-b23b-6ce990ecaf26,Q53038696,31896,D.Metcalf,DeKaylin,DK Metcalf,"Metcalf, DK","Metcalf, D",DeKaylin Metcalf,,DK Metcalf,Metcalf,DK,,1997-12-14,1997,12,14,76,229,WR,WR,2019
65b1l2hcxm,65b1l2hcxm,3929630,17240,saquon-barkley,00-0034844,16062,BarkSa00,4866,9811b753-347c-467a-b3cb-85937e71e2b9,Q21620839,30972,S.Barkley,Saquon,Saquon Barkley,"Barkley, Saquon","Barkley, S",Saquon Barkley,,Saquon Barkley,Barkley,Saquon,,1997-02-09,1997,02,09,72,232,RB,RB,2018
6b9d7h24z0,6b9d7h24z0,4567747,22998,garrett-nussmeier,00-0040906,22966,NussGa00,13404,9fc8bed4-d9db-46a2-a75f-737881d23aa7,Q113563593,42871,G.Nussmeier,Garrett,Garrett Nussmeier,"Nussmeier, Garrett","Nussmeier, G",Garrett Nussmeier,,Garrett Nussmeier,Nussmeier,Garrett,,2002-02-06,2002,02,06,73,205,QB,QB,2026
6bryx880n4,6bryx880n4,4710855,27449,konata-mumpfield,00-0040590,22334,MumpKo00,12718,ccb6d700-ac74-4f6b-9f86-d1aa74d0c318,Q131581951,42035,K.Mumpfield,Konata,Konata Mumpfield,"Mumpfield, Konata","Mumpfield, K",Konata Mumpfield,,Konata Mumpfield,Mumpfield,Konata,,2002-10-24,2002,10,24,73,188,WR,WR,2025
6cc6ssgsnh,6cc6ssgsnh,4605951,28125,cj-daniels,00-0041399,22950,DaniCJ00,13270,d9f1a46d-555a-45b6-90cf-245fc29709c3,Q135537968,42819,C.Daniels,CJ,CJ Daniels,"Daniels, CJ","Daniels, C",CJ Daniels,,CJ Daniels,Daniels,CJ,,2002-01-04,2002,01,04,74,205,WR,WR,2026
6cr065ht5d,6cr065ht5d,4243371,23370,riley-patterson,00-0036816,19227,PattRi01,7922,deac735c-af0a-4f01-ada8-379ef66917ba,Q105552710,33781,R.Patterson,Riley,Riley Patterson,"Patterson, Riley","Patterson, R",Riley Patterson,,Riley Patterson,Patterson,Riley,,1999-09-07,1999,09,07,72,190,K,SPEC,2021
6eptg9h6yr,6eptg9h6yr,5155825,27470,carter-runyon,00-0040488,22778,RunyCa00,13122,a4af6950-2625-11f0-be8a-29068ea3d60c,Q136410914,42433,C.Runyon,Carter,Carter Runyon,"Runyon, Carter","Runyon, C",Carter Runyon,,Carter Runyon,Runyon,Carter,,2001-07-23,2001,07,23,76,243,TE,TE,2025
6f64nssxv0,6f64nssxv0,4429615,22916,zay-flowers,00-0039064,20288,FlowZa00,9997,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,Q108525388,40039,Z.Flowers,Xavien,Zay Flowers,"Flowers, Zay","Flowers, Z",Xavien Flowers,,Zay Flowers,Flowers,Zay,,2000-09-11,2000,09,11,69,183,WR,WR,2023
6grvb5b0ed,6grvb5b0ed,4036378,19246,jordan-love,00-0036264,17997,LoveJo03,6804,e5094779-e94f-4052-8597-bdbee3719f6b,Q60736806,32696,J.Love,Jordan,Jordan Love,"Love, Jordan","Love, J",Jordan Love,,Jordan Love,Love,Jordan,,1998-11-02,1998,11,02,76,219,QB,QB,2020
6j4n2qhzj8,6j4n2qhzj8,4571557,26763,spencer-shrader,00-0039576,21808,ShraSp00,12185,2d7fa2f0-07d6-11ef-b188-b11373ae105b,Q126114516,41499,S.Shrader,Spencer,Spencer Shrader,"Shrader, Spencer","Shrader, S",Spencer Shrader,,Spencer Shrader,Shrader,Spencer,,1999-05-19,1999,05,19,74,201,K,SPEC,2024
6jtyc0w3b0,6jtyc0w3b0,3050481,17826,tanner-hudson,00-0034613,16740,HudsTa00,5409,2fa75e05-cac4-4b40-8924-dbc9ae0c959c,Q66994659,31257,T.Hudson,Tanner,Tanner Hudson,"Hudson, Tanner","Hudson, T",Tanner Hudson,,Tanner Hudson,Hudson,Tanner,,1994-11-12,1994,11,12,77,241,TE,TE,2018
6nsn4xmn90,6nsn4xmn90,4890373,28165,bauer-sharp,00-0041094,23216,SharBa00,13308,613e095e-7bd0-4e02-b21d-fc3f846b0937,Q130235350,42807,B.Sharp,Bauer,Bauer Sharp,"Sharp, Bauer","Sharp, B",Bauer Sharp,,Bauer Sharp,Sharp,Bauer,,2003-05-03,2003,05,03,77,246,TE,TE,2026
6pxwycv8c0,6pxwycv8c0,4432374,27596,ahmani-marshall,00-0040260,22439,MarsAh00,12797,c18cabc0-2321-11f0-80a0-bb24566134d1,Q136652161,42092,A.Marshall,Ahmani,Ahmani Marshall,"Marshall, Ahmani","Marshall, A",Ahmani Marshall,,Ahmani Marshall,Marshall,Ahmani,,2002-03-21,2002,03,21,73,225,RB,RB,2025
6qg874mdqw,6qg874mdqw,4696044,28401,kaelon-black,00-0041052,23064,BlacKa00,13414,4dea3ae1-8c53-4ef1-bd72-e2d2dfb3fa97,Q137391681,42712,K.Black,Kaelon,Kaelon Black,"Black, Kaelon","Black, K",Kaelon Black,,Kaelon Black,Black,Kaelon,,2001-10-17,2001,10,17,69,208,RB,RB,2026
6rvj8v6lr4,6rvj8v6lr4,4241374,24180,grant-calcaterra,00-0037086,19731,CalcGr00,8177,f6988cfa-2dcf-490b-ac80-9af8e4292efa,Q110265821,34154,G.Calcaterra,Grant,Grant Calcaterra,"Calcaterra, Grant","Calcaterra, G",Grant Calcaterra,,Grant Calcaterra,Calcaterra,Grant,,1998-12-04,1998,12,04,76,240,TE,TE,2022
6sc0cvtkf0,6sc0cvtkf0,2576336,13924,ameer-abdullah,00-0032104,13582,AbduAm00,2359,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,Q16148577,28442,A.Abdullah,Ameer,Ameer Abdullah,"Abdullah, Ameer","Abdullah, A",Ameer Abdullah,,Ameer Abdullah,Abdullah,Ameer,,1993-06-13,1993,06,13,69,203,RB,RB,2015
6tv3yhdn9w,6tv3yhdn9w,4248528,23886,christian-watson,00-0038124,19445,WatsCh00,8167,47d97f44-b4aa-46d2-816c-5b5a1fe48d46,Q110903857,33989,C.Watson,Christian,Christian Watson,"Watson, Christian","Watson, C",Christian Watson,,Christian Watson,Watson,Christian,,1999-05-12,1999,05,12,76,215,WR,WR,2022
6yj2ddzrt0,6yj2ddzrt0,4361088,26576,colson-yankoff,00-0039686,21536,YankCo00,11942,8344b150-0667-11ef-8407-311b2612bbe3,Q129950120,41233,C.Yankoff,Colson,Colson Yankoff,"Yankoff, Colson","Yankoff, C",Colson Yankoff,,Colson Yankoff,Yankoff,Colson,,2000-03-01,2000,03,01,76,225,TE,TE,2024
6yq5z3rrl0,6yq5z3rrl0,4708049,26002,gavin-bartholomew,00-0040215,22352,BartGa00,12700,c1b41bdc-c726-4ee5-910f-b5e4a00412a3,Q134136933,41994,G.Bartholomew,Gavin,Gavin Bartholomew,"Bartholomew, Gavin","Bartholomew, G",Gavin Bartholomew,,Gavin Bartholomew,Bartholomew,Gavin,,2003-04-30,2003,04,30,77,249,TE,TE,2025
6z40g2lfvr,6z40g2lfvr,4361411,20163,pat-freiermuth,00-0036894,18792,FreiPa00,7600,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,Q74946235,33443,P.Freiermuth,Patrick,Pat Freiermuth,"Freiermuth, Pat","Freiermuth, P",Patrick Freiermuth,,Pat Freiermuth,Freiermuth,Pat,,1998-10-25,1998,10,25,77,258,TE,TE,2021
74bqdcnx5m,74bqdcnx5m,4245645,23293,gary-brightwell,00-0036569,19149,BrigGa00,7529,94bde2c7-7229-4bf0-a545-5950cf3c7927,Q106677291,33584,G.Brightwell,Gary,Gary Brightwell,"Brightwell, Gary","Brightwell, G",Gary Brightwell,,Gary Brightwell,Brightwell,Gary,,1998-02-28,1998,02,28,73,218,RB,RB,2021
74px7qmmk0,74px7qmmk0,4036131,17527,noah-fant,00-0035644,17021,FantNo00,5857,cdc98acc-9eb6-4b44-81bb-61d7b8a3b55f,Q52441680,31852,N.Fant,Noah,Noah Fant,"Fant, Noah","Fant, N",Noah Fant,,Noah Fant,Fant,Noah,,1997-11-20,1997,11,20,76,249,TE,TE,2019
787t6knntr,787t6knntr,4426844,23119,elijah-higgins,00-0039041,20346,HiggEl00,10231,a01b7698-d67f-4b60-b2fb-4c667336b718,Q116968518,40226,E.Higgins,Elijah,Elijah Higgins,"Higgins, Elijah","Higgins, E",Elijah Higgins,,Elijah Higgins,Higgins,Elijah,,2000-10-27,2000,10,27,75,245,TE,TE,2023
7brhwek8qm,7brhwek8qm,4249417,23770,jalen-tolbert,00-0037666,19453,TolbJa00,8117,c6fb9f3a-f8ff-4224-a5f6-4d2d09501c9c,Q108677281,34044,J.Tolbert,Jalen,Jalen Tolbert,"Tolbert, Jalen","Tolbert, J",Jalen Tolbert,,Jalen Tolbert,Tolbert,Jalen,,1999-02-27,1999,02,27,73,195,WR,WR,2022
7dx90qs7k4,7dx90qs7k4,4429795,22968,jahmyr-gibbs,00-0039139,20272,GibbJa01,9221,fef9457e-6497-47de-9bf2-cc3b95929375,Q100193610,40059,J.Gibbs,Jahmyr,Jahmyr Gibbs,"Gibbs, Jahmyr","Gibbs, J",Jahmyr Gibbs,,Jahmyr Gibbs,Gibbs,Jahmyr,,2002-03-20,2002,03,20,69,202,RB,RB,2023
7erp9f5qxr,7erp9f5qxr,3127310,18561,drew-sample,00-0035631,17225,SampDr00,6001,15a4f552-ecaf-45bd-9006-aa5dda93bee6,Q63346900,31884,D.Sample,Drew,Drew Sample,"Sample, Drew","Sample, D",Drew Sample,,Drew Sample,Sample,Drew,,1996-04-16,1996,04,16,77,260,TE,TE,2019
7f53vldbpm,7f53vldbpm,4243176,25731,brady-russell,00-0038488,20857,RussBr00,11280,c3c08060-eb74-11ed-aecd-85bc826ed43e,Q119241852,40519,B.Russell,Brady,Brady Russell,"Russell, Brady","Russell, B",Brady Russell,,Brady Russell,Russell,Brady,,1998-08-31,1998,08,31,75,250,RB,RB,2023
7f7v2ngnm0,7f7v2ngnm0,4429148,23104,theo-johnson,00-0039847,21181,JohnTh00,11597,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,Q121079734,41003,T.Johnson,Theodore,Theo Johnson,"Johnson, Theo","Johnson, T",Theodore Johnson,,Theo Johnson,Johnson,Theo,,2001-02-26,2001,02,26,78,264,TE,TE,2024
7flf6622yr,7flf6622yr,4369863,25287,cedric-tillman,00-0038979,20290,TillCe01,10444,148330d9-5182-4b58-b695-8067aaba4731,Q110486805,40093,C.Tillman,Cedric,Cedric Tillman,"Tillman, Cedric","Tillman, C",Cedric Tillman,,Cedric Tillman,Tillman,Cedric,,2000-04-19,2000,04,19,75,215,WR,WR,2023
7hfg99gzc4,7hfg99gzc4,4259545,19210,dandre-swift,00-0036275,17961,SwifDA00,6790,cc4b5f58-a11c-4450-a1df-617ad88336e4,Q52693227,32705,D.Swift,D'Andre,D'Andre Swift,"Swift, D'Andre","Swift, D",D'Andre Swift,,D'Andre Swift,Swift,D'Andre,,1999-01-14,1999,01,14,68,204,RB,RB,2020
7j4pbqk9b8,7j4pbqk9b8,4723820,28127,omar-cooper-jr,00-0041511,22948,CoopOm00,13276,72594204-b4a9-4f08-907d-029d8a425ddb,Q136432693,42652,O.Cooper,Omar,Omar Cooper,"Cooper, Omar","Cooper, O",Omar Cooper Jr.,Jr.,Omar Cooper Jr.,Cooper,Omar,,2003-12-14,2003,12,14,72,199,WR,WR,2026
7jx8eh1kfm,7jx8eh1kfm,4360967,26003,brevyn-spann-ford,00-0039530,21662,SpanBr00,11593,efc8d800-072b-11ef-892f-5b772aae3c25,Q121160147,41371,B.Spann-Ford,Brevyn,Brevyn Spann-Ford,"Spann-Ford, Brevyn","Spann-Ford, B",Brevyn Spann-Ford,,Brevyn Spann-Ford,Spann-Ford,Brevyn,,1999-12-27,1999,12,27,78,265,TE,TE,2024
