id,ids_prism,ids_espn,ids_fantasypros,ids_fantasyprosSlug,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay,profile_height,profile_weight,position_abbreviation,position_group,profile_rookieYear
7r1ncnznm4,7r1ncnznm4,4429205,23107,jordan-addison,00-0038994,20274,AddiJo00,9756,63fdd64e-1a23-4b77-9536-b1609f3a708c,Q108776267,40042,J.Addison,Jordan,Jordan Addison,"Addison, Jordan","Addison, J",Jordan Addison,,Jordan Addison,Addison,Jordan,,2002-01-27,2002,01,27,71,179,WR,WR,2023
7rstxrwy24,7rstxrwy24,4372505,25346,payne-durham,00-0039050,20342,DurhPa00,10227,c4a8b4c9-5db8-4187-852b-9557bef8724e,Q115441650,40193,P.Durham,William,Payne Durham,"Durham, Payne","Durham, P",William Durham,,Payne Durham,Durham,Payne,,2000-06-15,2000,06,15,77,255,TE,TE,2023
7yjh9c2f3w,7yjh9c2f3w,4613104,26023,malachi-corley,00-0039920,21142,CorlMa00,11617,bae59933-8b94-4837-990e-f0a4ced3cdbb,Q120922131,40944,M.Corley,Malachi,Malachi Corley,"Corley, Malachi","Corley, M",Malachi Corley,,Malachi Corley,Corley,Malachi,,2002-03-21,2002,03,21,71,215,WR,WR,2024
7zkt6hbyy0,7zkt6hbyy0,4428718,25337,tre-tucker,00-0038563,20357,TuckTr00,10213,9beb72c5-5a81-413c-ada3-ff4854c95cf4,Q116200615,40114,T.Tucker,Tre,Tre Tucker,"Tucker, Tre","Tucker, T",Tre Tucker,,Tre Tucker,Tucker,Tre,,2001-03-08,2001,03,08,68,177,WR,WR,2023
806mfh6zyw,806mfh6zyw,3043275,15581,austin-hooper,00-0032392,14374,HoopAu00,3202,90c2a93f-d837-4e1b-b57c-56648903a8db,Q22077997,29315,A.Hooper,Austin,Austin Hooper,"Hooper, Austin","Hooper, A",Austin Hooper,,Austin Hooper,Hooper,Austin,,1994-10-29,1994,10,29,76,254,TE,TE,2016
80rmhmf010,80rmhmf010,4876132,28155,josh-cuevas,00-0040887,23118,CuevJo00,13273,39c65aa3-f28d-4b3e-8cd6-e204cf33ce27,Q136802873,42782,J.Cuevas,Josh,Josh Cuevas,"Cuevas, Josh","Cuevas, J",Josh Cuevas,,Josh Cuevas,Cuevas,Josh,,2002-09-25,2002,09,25,75,245,TE,TE,2026
810rd58m54,810rd58m54,4596448,25981,bucky-irving,00-0039361,21136,IrviBu00,11584,c5249c6f-bd1b-4352-8228-de2bd499ca0d,Q114818783,40993,B.Irving,Mar'Keise,Bucky Irving,"Irving, Bucky","Irving, B",Mar'Keise Irving,,Bucky Irving,Irving,Bucky,,2002-08-19,2002,08,19,70,194,RB,RB,2024
83z0q7yet8,83z0q7yet8,2975417,17145,patrick-ricard,00-0033376,15977,RicaPa00,4353,cb68b95f-ef6f-4e5e-b861-8bfe6cfeacf5,Q42290074,30592,P.Ricard,Patrick,Patrick Ricard,"Ricard, Patrick","Ricard, P",Patrick Ricard,,Patrick Ricard,Ricard,Patrick,,1994-05-27,1994,05,27,75,300,RB,RB,2017
88ylnsywrh,88ylnsywrh,4036032,24572,brittain-brown,00-0037329,19710,BrowBr06,8423,387c8819-5892-4528-ac33-0ec72b24cc2f,Q111787485,34206,B.Brown,Brittain,Brittain Brown,"Brown, Brittain","Brown, B",Brittain Brown,,Brittain Brown,Brown,Brittain,,1997-10-10,1997,10,10,73,205,RB,RB,2022
899018kh7w,899018kh7w,4686468,23079,seth-mcgowan,00-0041125,22945,McGoSe01,13424,17deebdc-0ec2-4f3f-9584-d21b01743265,Q137356492,42859,S.McGowan,Seth,Seth McGowan,"McGowan, Seth","McGowan, S",Seth McGowan,,Seth McGowan,McGowan,Seth,,2001-10-23,2001,10,23,73,223,RB,RB,2026
8b7yq283xd,8b7yq283xd,5081397,27102,dylan-sampson,00-0040162,22099,SampDy00,12469,6ea71d26-623a-4178-a93a-215678244902,Q126285126,41907,D.Sampson,Dylan,Dylan Sampson,"Sampson, Dylan","Sampson, D",Dylan Sampson,,Dylan Sampson,Sampson,Dylan,,2004-09-14,2004,09,14,68,201,RB,RB,2025
8cynscb778,8cynscb778,4430878,23070,jaxon-smith-njigba,00-0038543,20273,SmitJa06,9488,6215db71-1e13-4c62-8f14-2005d33dee47,Q108576604,40041,J.Smith-Njigba,Jaxon,Jaxon Smith-Njigba,"Smith-Njigba, Jaxon","Smith-Njigba, J",Jaxon Smith-Njigba,,Jaxon Smith-Njigba,Smith-Njigba,Jaxon,,2002-02-14,2002,02,14,72,202,WR,WR,2023
8fb1sy1p0w,8fb1sy1p0w,4372016,19790,jaylen-waddle,00-0036613,18781,WaddJa00,7526,0ff9a975-669d-4851-a95d-ab28d9fc29c4,Q66648641,33394,J.Waddle,Jaylen,Jaylen Waddle,"Waddle, Jaylen","Waddle, J",Jaylen Waddle,,Jaylen Waddle,Waddle,Jaylen,,1998-11-25,1998,11,25,70,185,WR,WR,2021
8jk11f9c8r,8jk11f9c8r,4038441,18256,justice-hill,00-0034975,17020,HillJu00,5995,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,Q29913288,31945,J.Hill,Justice,Justice Hill,"Hill, Justice","Hill, J",Justice Hill,,Justice Hill,Hill,Justice,,1997-11-14,1997,11,14,70,205,RB,RB,2019
8n5bh12jew,8n5bh12jew,4040715,19275,jalen-hurts,00-0036389,17999,HurtJa00,6904,64bd0f02-6a5d-407e-98f1-fd02048ea21d,Q26923572,32723,J.Hurts,Jalen,Jalen Hurts,"Hurts, Jalen","Hurts, J",Jalen Hurts,,Jalen Hurts,Hurts,Jalen,,1998-08-07,1998,08,07,73,223,QB,QB,2020
8nc61tex78,8nc61tex78,5082630,27076,jalen-royals,00-0040646,22107,RoyaJa00,12505,0ef78810-a38b-4444-b3b9-fb8b293c567d,Q125716916,41891,J.Royals,Jalen,Jalen Royals,"Royals, Jalen","Royals, J",Jalen Royals,,Jalen Royals,Royals,Jalen,,2003-02-18,2003,02,18,72,195,WR,WR,2025
8nm76w4kxm,8nm76w4kxm,4689936,26075,jake-bates,00-0039172,21105,BateJa00,11539,3a724be0-3075-11ee-bdab-4565792ee2a3,Q125245637,40835,J.Bates,Jake,Jake Bates,"Bates, Jake","Bates, J",Jake Bates,,Jake Bates,Bates,Jake,,1999-03-03,1999,03,03,70,205,K,SPEC,2024
8qwfx89sn0,8qwfx89sn0,15168,11425,case-keenum,00-0028986,11651,KeenCa00,1737,1b3d350a-478b-4542-a430-d12cc96adc22,Q5048309,26483,C.Keenum,Casey,Case Keenum,"Keenum, Case","Keenum, C",Casey Keenum,,Case Keenum,Keenum,Case,,1988-02-17,1988,02,17,73,220,QB,QB,2012
8y25g6bjcr,8y25g6bjcr,3930066,19483,van-jefferson,00-0036415,18015,JeffVa00,6853,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,Q83688796,32727,V.Jefferson,Vanchii,Van Jefferson,"Jefferson, Van","Jefferson, V",Vanchii Jefferson,,Van Jefferson,Jefferson,Van,,1996-07-26,1996,07,26,73,200,WR,WR,2020
8zzkpfrnzd,8zzkpfrnzd,4429805,25980,frank-gore-jr,00-0039471,21166,GoreFr01,11573,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,Q109591476,41243,F.Gore,Franklin,Frank Gore,"Gore, Frank","Gore, F",Franklin Gore Jr.,Jr.,Frank Gore Jr.,Gore,Frank,,2002-03-13,2002,03,13,68,201,RB,RB,2024
904ft2n8m4,904ft2n8m4,11252,9300,joe-flacco,00-0026158,7090,FlacJo00,19,64797df2-efd3-4b27-86ee-1d48f7edb09f,Q795406,8795,J.Flacco,Joseph,Joe Flacco,"Flacco, Joe","Flacco, J",Joseph Flacco,,Joe Flacco,Flacco,Joe,,1985-01-16,1985,01,16,78,245,QB,QB,2008
91rzv6g6rw,91rzv6g6rw,4360978,26922,david-martin-robinson,00-0039648,21973,MartDa01,12357,dad0d560-0c9e-11ef-b2f4-ab1e3a869265,Q129675951,41662,D.Martin-Robinson,David,David Martin-Robinson,"Martin-Robinson, David","Martin-Robinson, D",David Martin-Robinson,,David Martin-Robinson,Martin-Robinson,David,,1999-12-26,1999,12,26,75,255,TE,TE,2024
93ftjq88l0,93ftjq88l0,4567048,23021,kenneth-walker-rb,00-0038134,19430,WalkKe00,8151,22ee9bac-a64c-4d44-94fc-51d775465b3b,Q108602387,33996,K.Walker,Kenneth,Kenneth Walker,"Walker, Kenneth","Walker, K",Kenneth Walker III,III,Kenneth Walker III,Walker,Kenneth,,2000-10-20,2000,10,20,69,211,RB,RB,2022
94xvx8g2g4,94xvx8g2g4,2975863,16706,eric-saubert,00-0033576,15366,SaubEr00,4189,582dc00e-e7ec-4ca7-bff0-f7b1d604017b,Q29635055,30287,E.Saubert,Eric,Eric Saubert,"Saubert, Eric","Saubert, E",Eric Saubert,,Eric Saubert,Saubert,Eric,,1994-05-09,1994,05,09,77,248,TE,TE,2017
95drd7d7jd,95drd7d7jd,5085189,27501,jack-endries,00-0041116,23133,EndrJa00,13282,086abbb5-f5ce-4188-8c77-2808a10e3402,Q132626401,42843,J.Endries,Jack,Jack Endries,"Endries, Jack","Endries, J",Jack Endries,,Jack Endries,Endries,Jack,,2004-03-26,2004,03,26,77,245,TE,TE,2026
960jnwdkx4,960jnwdkx4,4568490,27142,rj-harvey,00-0040730,22111,HarvRJ00,12489,fc6dbb83-b2b1-4962-b793-e79b2378b525,Q123514848,41845,R.Harvey,Robert,RJ Harvey,"Harvey, RJ","Harvey, R",Robert Harvey,,RJ Harvey,Harvey,RJ,,2001-02-04,2001,02,04,69,208,RB,RB,2025
96y4t6fyr8,96y4t6fyr8,4260394,24330,aidan-oconnell,00-0038579,20481,OConAi00,10866,5891a917-9071-4bc2-a652-7f702c44cbd2,Q110337160,40138,A.O'Connell,Aidan,Aidan O'Connell,"O'Connell, Aidan","O'Connell, A",Aidan O'Connell,,Aidan O'Connell,O'Connell,Aidan,,1998-09-01,1998,09,01,75,211,QB,QB,2023
989lcxs8hm,989lcxs8hm,4426948,26328,luke-mccaffrey,00-0039355,21168,McCaLu00,11650,5cfd82f8-9e73-48d7-914e-9051ff52d67d,Q95227652,40964,L.McCaffrey,Luke,Luke McCaffrey,"McCaffrey, Luke","McCaffrey, L",Luke McCaffrey,,Luke McCaffrey,McCaffrey,Luke,,2001-04-02,2001,04,02,74,195,WR,WR,2024
98ekbd5b14,98ekbd5b14,3126486,18244,deebo-samuel,00-0035719,17019,SamuDe00,5872,628a6a0a-4fde-4024-8d7c-28674953d5af,Q48885295,31868,D.Samuel,Tyshun,Deebo Samuel,"Samuel, Deebo","Samuel, D",Tyshun Samuel Sr.,Sr.,Deebo Samuel Sr.,Samuel,Deebo,,1996-01-15,1996,01,15,72,215,WR,WR,2019
99hr3p9ted,99hr3p9ted,2969939,13891,jameis-winston,00-0031503,13529,WinsJa00,2306,fb3b36fc-b985-4807-8199-d038d7e62a93,Q6127917,28389,J.Winston,Jameis,Jameis Winston,"Winston, Jameis","Winston, J",Jameis Winston,,Jameis Winston,Winston,Jameis,,1994-01-06,1994,01,06,76,231,QB,QB,2015
99q644st7m,99q644st7m,4695404,25977,isaiah-davis,00-0039798,21161,DaviIs00,11571,849789be-b8f0-4d97-a777-2fcf336efa6a,Q120970539,41031,I.Davis,Isaiah,Isaiah Davis,"Davis, Isaiah","Davis, I",Isaiah Davis,,Isaiah Davis,Davis,Isaiah,,2002-02-21,2002,02,21,73,220,RB,RB,2024
9cd0nlnt5m,9cd0nlnt5m,4572680,25298,tucker-kraft,00-0038996,20312,KrafTu00,9484,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,Q113335165,40102,T.Kraft,Tucker,Tucker Kraft,"Kraft, Tucker","Kraft, T",Tucker Kraft,,Tucker Kraft,Kraft,Tucker,,2000-11-03,2000,11,03,77,259,TE,TE,2023
9d3w2xyky8,9d3w2xyky8,4702559,25430,oscar-delp,00-0041041,22970,DelpOs01,13319,e30ac2bf-f359-4913-8e92-0a97a7ebf289,Q114208797,42695,O.Delp,Oscar,Oscar Delp,"Delp, Oscar","Delp, O",Oscar Delp,,Oscar Delp,Delp,Oscar,,2003-08-04,2003,08,04,77,245,TE,TE,2026
9edybk94yd,9edybk94yd,4428085,25282,luke-musgrave,00-0039144,20303,MusgLu00,9481,77a4fb49-3c6c-4aa1-8a21-20956e2d2240,Q113861514,40074,L.Musgrave,Luke,Luke Musgrave,"Musgrave, Luke","Musgrave, L",Luke Musgrave,,Luke Musgrave,Musgrave,Luke,,2000-09-02,2000,09,02,78,253,TE,TE,2023
9hwrj2r4mr,9hwrj2r4mr,4431346,23182,mark-redman,00-0040598,22657,RedmMa00,13013,f9801b70-254c-11f0-85e6-ad6d4b9a9b15,Q136721553,42323,M.Redman,Mark,Mark Redman,"Redman, Mark","Redman, M",Mark Redman,,Mark Redman,Redman,Mark,,2002-01-20,2002,01,20,77,258,TE,TE,2025
9jldsr90y8,9jldsr90y8,4426502,23163,drake-london,00-0037238,19433,LondDr00,8112,5053f9ae-15d9-4730-833d-484886b6f890,Q100877251,33963,D.London,Drake,Drake London,"London, Drake","London, D",Drake London,,Drake London,London,Drake,,2001-07-24,2001,07,24,76,215,WR,WR,2022
9l3rqdws5w,9l3rqdws5w,4808759,26025,camden-brown,00-0040930,23392,,13726,4d049250-4278-11f1-b3d1-bb3960424d63,Q141106485,43059,C.Brown,Camden,Camden Brown,"Brown, Camden","Brown, C",Camden Brown,,Camden Brown,Brown,Camden,,2004-05-06,2004,05,06,74,204,WR,WR,2026
9m4c4yr5pw,9m4c4yr5pw,4688835,25387,roman-hemby,00-0040998,23486,HembRo00,13416,f5d02460-4194-11f1-b42b-111a688b2d6a,Q115492469,42941,R.Hemby,Roman,Roman Hemby,"Hemby, Roman","Hemby, R",Roman Hemby,,Roman Hemby,Hemby,Roman,,2002-08-16,2002,08,16,72,210,RB,RB,2026
9ngymgkbrh,9ngymgkbrh,4688813,24706,josh-downs,00-0038997,20283,DownJo00,9500,dd227f4a-0785-482d-a28b-f231c7f3b73f,Q108819388,40126,J.Downs,Josh,Josh Downs,"Downs, Josh","Downs, J",Josh Downs,,Josh Downs,Downs,Josh,,2001-08-12,2001,08,12,69,171,WR,WR,2023
9p1tdjhs38,9p1tdjhs38,4430870,24372,keandre-lambert-smith,00-0040184,22336,LambKe01,12670,2f6580d2-6f19-4a03-99e8-4dbd9ebf2a73,Q120922125,41944,K.Lambert-Smith,KeAndre,KeAndre Lambert-Smith,"Lambert-Smith, KeAndre","Lambert-Smith, K",KeAndre Lambert-Smith,,KeAndre Lambert-Smith,Lambert-Smith,KeAndre,,2001-10-16,2001,10,16,73,182,WR,WR,2025
9pn2rwl8yr,9pn2rwl8yr,4697815,23891,rachaad-white,00-0037256,19436,WhitRa01,8136,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,Q108761971,34047,R.White,Rachaad,Rachaad White,"White, Rachaad","White, R",Rachaad White,,Rachaad White,White,Rachaad,,1999-01-12,1999,01,12,72,214,RB,RB,2022
9r8vjfge7r,9r8vjfge7r,4685472,25417,tetairoa-mcmillan,00-0040124,22059,McMiTe00,12526,874de000-586c-4999-ac12-02766563e200,Q114604701,41793,T.McMillan,Tetairoa,Tetairoa McMillan,"McMillan, Tetairoa","McMillan, T",Tetairoa McMillan,,Tetairoa McMillan,McMillan,Tetairoa,,2003-04-05,2003,04,05,76,219,WR,WR,2025
9retnhzt84,9retnhzt84,4361741,19797,brock-purdy,00-0037834,19742,PurdBr00,8183,d5aef708-ad61-4ab8-a637-62ff96e92040,Q71605297,34218,B.Purdy,Brock,Brock Purdy,"Purdy, Brock","Purdy, B",Brock Purdy,,Brock Purdy,Purdy,Brock,,1999-12-27,1999,12,27,73,220,QB,QB,2022
9y2z9blztm,9y2z9blztm,4379399,22958,james-cook,00-0037248,19467,CookJa01,8138,ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7,Q109849794,34019,J.Cook,James,James Cook,"Cook, James","Cook, J",James Cook,III,James Cook,Cook,James,,1999-09-25,1999,09,25,71,190,RB,RB,2022
b06fs15b10,b06fs15b10,3924327,18225,drew-lock,00-0035704,17012,LockDr00,5854,94325301-e0ad-4a9f-a0e5-ffec0f529be3,Q27048977,31874,D.Lock,Paul,Drew Lock,"Lock, Drew","Lock, D",Paul Lock,,Drew Lock,Lock,Drew,,1996-11-10,1996,11,10,76,228,QB,QB,2019
b0g9hb1q84,b0g9hb1q84,4696700,26432,tip-reiman,00-0039737,21221,ReimTi00,11716,44767e85-080f-4212-b2f2-cba160c81a9f,Q124728838,40959,T.Reiman,Tip,Tip Reiman,"Reiman, Tip","Reiman, T",Tip Reiman,,Tip Reiman,Reiman,Tip,,2001-09-17,2001,09,17,77,271,TE,TE,2024
b0jh2nx10m,b0jh2nx10m,15864,11687,geno-smith,00-0030565,11818,SmitGe00,1373,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,Q59497,26662,G.Smith,Eugene,Geno Smith,"Smith, Geno","Smith, G",Eugene Smith,,Geno Smith,Smith,Geno,,1990-10-10,1990,10,10,75,221,QB,QB,2013
b14e6f4gem,b14e6f4gem,4040655,19810,darnell-mooney,00-0036309,18169,MoonDa00,7090,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,Q91936104,32843,D.Mooney,Darnell,Darnell Mooney,"Mooney, Darnell","Mooney, D",Darnell Mooney,,Darnell Mooney,Mooney,Darnell,,1997-10-29,1997,10,29,71,180,WR,WR,2020
b1dmws3204,b1dmws3204,4682652,23682,devin-neal,00-0040202,22104,NealDe00,12476,4ef874c1-50c3-4120-9199-0d5a4ae7c6dd,Q115492056,41972,D.Neal,Devin,Devin Neal,"Neal, Devin","Neal, D",Devin Neal,,Devin Neal,Neal,Devin,,2003-08-12,2003,08,12,71,213,RB,RB,2025
b1qkhmtfpm,b1qkhmtfpm,4241820,19803,sam-ehlinger,00-0036879,19121,EhliSa00,7583,59f4acd0-971a-4470-ab8d-17900a4b128a,Q42301562,33606,S.Ehlinger,Samuel,Sam Ehlinger,"Ehlinger, Sam","Ehlinger, S",Samuel Ehlinger,,Sam Ehlinger,Ehlinger,Sam,,1998-09-30,1998,09,30,74,225,QB,QB,2021
b3kgj1jx1m,b3kgj1jx1m,3921690,18487,josh-oliver,00-0035249,17082,OlivJo00,5973,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,Q63091724,31901,J.Oliver,Josh,Josh Oliver,"Oliver, Josh","Oliver, J",Josh Oliver,,Josh Oliver,Oliver,Josh,,1997-03-21,1997,03,21,77,264,TE,TE,2019
b49pdxmc94,b49pdxmc94,4040612,19501,luke-farrell,00-0036887,19124,FarrLu00,7842,8a1f0e8e-6521-4a94-9934-ad4f76a25fd9,Q106676603,33533,L.Farrell,Luke,Luke Farrell,"Farrell, Luke","Farrell, L",Luke Farrell,,Luke Farrell,Farrell,Luke,,1997-10-14,1997,10,14,77,250,TE,TE,2021
b59s7tgq10,b59s7tgq10,4242540,19375,isaiah-hodgins,00-0036165,17988,HodgIs00,6920,1d1c217b-6407-40d7-aebb-ba95fa05d127,Q73415208,32877,I.Hodgins,Isaiah,Isaiah Hodgins,"Hodgins, Isaiah","Hodgins, I",Isaiah Hodgins,,Isaiah Hodgins,Hodgins,Isaiah,,1998-10-21,1998,10,21,75,201,WR,WR,2020
b5j8mt1e8d,b5j8mt1e8d,4369886,22684,chris-blair,00-0036463,18747,BlaiCh00,7521,9281d541-8bcb-4785-a02e-76150910898e,Q108052763,33376,C.Blair,Chris,Chris Blair,"Blair, Chris","Blair, C",Chris Blair,,Chris Blair,Blair,Chris,,1997-10-06,1997,10,06,74,215,WR,WR,2021
bb7pkmbxbr,bb7pkmbxbr,4570037,23091,terrance-ferguson,00-0040737,22206,FergTe00,12487,fdfc7b8e-a202-4459-91f8-be6e053e5d29,Q123944243,41831,T.Ferguson,Terrance,Terrance Ferguson,"Ferguson, Terrance","Ferguson, T",Terrance Ferguson,,Terrance Ferguson,Ferguson,Terrance,,2003-03-07,2003,03,07,77,252,TE,TE,2025
be1wsssjmh,be1wsssjmh,2573401,15623,tyler-higbee,00-0033110,14743,HigbTy00,3271,0df7912d-9e81-47ea-b4f7-d04986df4ee8,Q24248239,29344,T.Higbee,Tyler,Tyler Higbee,"Higbee, Tyler","Higbee, T",Tyler Higbee,,Tyler Higbee,Higbee,Tyler,,1993-01-01,1993,01,01,78,253,TE,TE,2016
bey442j6p4,bey442j6p4,5097554,26626,kameron-johnson,00-0039589,21634,JohnKa01,11994,94c41960-0712-11ef-b01e-875e1e5d6ffb,Q129824544,41300,K.Johnson,Kameron,Kameron Johnson,"Johnson, Kameron","Johnson, K",Kameron Johnson,,Kameron Johnson,Johnson,Kameron,,2002-03-17,2002,03,17,70,170,WR,WR,2024
bflbkx7bdd,bflbkx7bdd,4426553,23761,davis-allen,00-0039074,20557,AlleDa02,10214,02a77d8c-3b89-4a61-86a2-0c005c1e589a,Q115495089,40164,D.Allen,Davis,Davis Allen,"Allen, Davis","Allen, D",Davis Allen,,Davis Allen,Allen,Davis,,2001-02-03,2001,02,03,78,253,TE,TE,2023
bfn1cz3szm,bfn1cz3szm,4258173,20130,nico-collins,00-0036554,18836,CollNi00,7569,bd56a50c-5fae-4ee2-8363-f74ae07b6887,Q80982985,33477,N.Collins,Nico,Nico Collins,"Collins, Nico","Collins, N",Nico Collins,,Nico Collins,Collins,Nico,,1999-03-19,1999,03,19,76,222,WR,WR,2021
bg09vffbn8,bg09vffbn8,16002,11798,kyle-juszczyk,00-0029892,11911,JuszKy00,1379,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,Q14950145,26753,K.Juszczyk,Kyle,Kyle Juszczyk,"Juszczyk, Kyle","Juszczyk, K",Kyle Juszczyk,,Kyle Juszczyk,Juszczyk,Kyle,,1991-04-23,1991,04,23,74,235,FB,RB,2013
bhl8lfsj1m,bhl8lfsj1m,4685201,24740,tanner-mckee,00-0038400,20297,McKeTa01,9230,93147c90-09c8-471d-a6b2-0b9d19739ba1,Q108681642,40220,T.McKee,Tanner,Tanner McKee,"McKee, Tanner","McKee, T",Tanner McKee,,Tanner McKee,McKee,Tanner,,2000-04-27,2000,04,27,78,230,QB,QB,2023
bhrcs4wd8m,bhrcs4wd8m,4880281,26035,jordyn-tyson,00-0041029,22931,TysoJo00,13281,5368ab1c-5463-4326-86c0-17c06bf51c9d,Q131228425,42630,J.Tyson,Jordyn,Jordyn Tyson,"Tyson, Jordyn","Tyson, J",Jordyn Tyson,,Jordyn Tyson,Tyson,Jordyn,,2004-08-12,2004,08,12,74,200,WR,WR,2026
bj5nhmb6p4,bj5nhmb6p4,2576925,14104,darren-waller,00-0031610,13738,WallDa01,2505,14c97c9f-26e8-4944-9299-f90de6aeada3,Q21038865,28592,D.Waller,Darren,Darren Waller,"Waller, Darren","Waller, D",Darren Waller,,Darren Waller,Waller,Darren,,1992-09-13,1992,09,13,78,245,TE,TE,2015
bj95r6p7vd,bj95r6p7vd,4431268,27315,chimere-dike,00-0040705,22269,DikeCh00,12540,1e95c7fc-ecf7-4fcb-82d8-d77e2b6872d5,Q126370762,41903,C.Dike,Chimere,Chimere Dike,"Dike, Chimere","Dike, C",Chimere Dike,,Chimere Dike,Dike,Chimere,,2001-12-14,2001,12,14,73,196,WR,WR,2025
blnqqrmpk0,blnqqrmpk0,4433959,27843,ben-yurosek,00-0040509,22780,YuroBe00,13121,1f3d48b0-2629-11f0-9dca-47cf7c5385b0,Q113481927,42434,B.Yurosek,Benjamin,Ben Yurosek,"Yurosek, Ben","Yurosek, B",Benjamin Yurosek,,Ben Yurosek,Yurosek,Ben,,2002-03-17,2002,03,17,76,251,TE,TE,2025
bmfsvzmfer,bmfsvzmfer,4715355,27866,darius-cooper,00-0040024,22809,CoopDa01,13150,2aa4ddb0-2775-11f0-9d31-3b5afe6c6d5f,Q135672064,42464,D.Cooper,Darius,Darius Cooper,"Cooper, Darius","Cooper, D",Darius Cooper,,Darius Cooper,Cooper,Darius,,2001-11-22,2001,11,22,71,210,WR,WR,2025
bpfx2ccd7h,bpfx2ccd7h,4426386,25322,roschon-johnson,00-0039021,20334,JohnRo07,10235,e3c414c0-be8c-4807-af9c-f91d89c83e60,Q114060536,40162,R.Johnson,Roschon,Roschon Johnson,"Johnson, Roschon","Johnson, R",Roschon Johnson,,Roschon Johnson,Johnson,Roschon,,2001-01-31,2001,01,31,72,227,RB,RB,2023
bprsm7p7sr,bprsm7p7sr,3915486,17598,tyler-conklin,00-0034270,16379,ConkTy00,5133,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,Q52423823,31127,T.Conklin,Tyler,Tyler Conklin,"Conklin, Tyler","Conklin, T",Tyler Conklin,,Tyler Conklin,Conklin,Tyler,,1995-07-30,1995,07,30,75,245,TE,TE,2018
bq5p5k9hqh,bq5p5k9hqh,4567750,23062,emeka-egbuka,00-0040129,22063,EgbuEm01,12514,00cea287-1fa0-4584-803f-59f546ef8722,Q113843781,41804,E.Egbuka,Emeka,Emeka Egbuka,"Egbuka, Emeka","Egbuka, E",Emeka Egbuka,,Emeka Egbuka,Egbuka,Emeka,,2002-10-14,2002,10,14,73,205,WR,WR,2025
bxe0j0g46h,bxe0j0g46h,4878695,28434,max-bredeson,00-0041081,23184,BredMa00,13516,e26326b1-f202-4b73-bc4a-df78052b2c23,Q124541772,42799,M.Bredeson,Max,Max Bredeson,"Bredeson, Max","Bredeson, M",Max Bredeson,,Max Bredeson,Bredeson,Max,,2002-10-04,2002,10,04,74,252,RB,RB,2026
bxgww93f44,bxgww93f44,4039050,19270,devin-duvernay,00-0036331,17989,DuveDe00,6847,d93dbc83-e604-4823-a24e-d162cbd8d4d9,Q74433616,32762,D.Duvernay,Devin,Devin Duvernay,"Duvernay, Devin","Duvernay, D",Devin Duvernay,,Devin Duvernay,Duvernay,Devin,,1997-09-12,1997,09,12,71,200,WR,WR,2020
byrh5jbfrr,byrh5jbfrr,4887558,25885,emanuel-wilson,00-0038797,21001,WilsEm00,11435,05266280-f323-11ed-bd27-0bcbcaae8d67,Q122110046,40707,E.Wilson,Emanuel,Emanuel Wilson,"Wilson, Emanuel","Wilson, E",Emanuel Wilson,,Emanuel Wilson,Wilson,Emanuel,,1999-05-08,1999,05,08,70,226,RB,RB,2023
c08v6bmk04,c08v6bmk04,4368003,25335,andrei-iosivas,00-0038619,20337,IosiAn00,10226,30c0df5e-bb77-4eee-8390-8fc13844e1c3,Q115491978,40211,A.Iosivas,Andrei,Andrei Iosivas,"Iosivas, Andrei","Iosivas, A",Andrei Iosivas,,Andrei Iosivas,Iosivas,Andrei,,1999-10-15,1999,10,15,75,210,WR,WR,2023
c0yplzwr7d,c0yplzwr7d,16737,12119,mike-evans,00-0031408,12686,EvanMi00,2216,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,Q14951064,27535,M.Evans,Michael,Mike Evans,"Evans, Mike","Evans, M",Michael Evans,,Mike Evans,Evans,Mike,,1993-08-21,1993,08,21,77,231,WR,WR,2014
c1n6ythfw0,c1n6ythfw0,3916566,19708,kj-osborn,00-0036345,18231,OsboKJ00,7066,3bf5c049-9daa-43ba-9758-c6c895a9d462,Q91934897,32846,K.Osborn,K.J.,K.J. Osborn,"Osborn, K.J.","Osborn, K",K.J. Osborn,,K.J. Osborn,Osborn,K.J.,,1997-06-10,1997,06,10,71,203,WR,WR,2020
