id,ids_prism,ids_espn,ids_fantasypros,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay
nlnhkd9mvm,nlnhkd9mvm,4565185,27182,00-0040154,22214,FeltTa00,12496,1eeea030-3313-4aab-b33c-9f836710354a,Q129675954,41859,T.Felton,Tai,Tai Felton,"Felton, Tai","Felton, T",Tai Felton,,Tai Felton,Felton,Tai,,2003-03-15,2003,03,15
npg6wj47dw,npg6wj47dw,3046779,15501,00-0033106,14748,GoffJa00,3163,aba8f925-ffbf-4654-bfa7-a25d3d237494,Q14950697,29235,J.Goff,Jared,Jared Goff,"Goff, Jared","Goff, J",Jared Goff,,Jared Goff,Goff,Jared,,1994-10-14,1994,10,14
ns0fvxw6mw,ns0fvxw6mw,4429022,22989,00-0038608,20326,BoutKa00,9504,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,Q104172703,40224,K.Boutte,Kayshon,Kayshon Boutte,"Boutte, Kayshon","Boutte, K",Kayshon Boutte,,Kayshon Boutte,Boutte,Kayshon,,2002-05-07,2002,05,07
ntgdjmzsg8,ntgdjmzsg8,2998565,16579,00-0033217,15214,AlieMo00,4054,8809c0dd-786b-4255-a7d0-333c9498c19a,Q43374933,30112,M.Alie-Cox,Mohamed,Mo Alie-Cox,"Alie-Cox, Mo","Alie-Cox, M",Mohamed Alie-Cox,,Mo Alie-Cox,Alie-Cox,Mo,,1993-09-19,1993,09,19
nxx2ndmkf0,nxx2ndmkf0,4048228,22833,00-0036628,19005,BateJo00,7716,3208880b-949f-4926-85eb-1940770550ea,Q106677495,33512,J.Bates,John,John Bates,"Bates, John","Bates, J",John Bates,,John Bates,Bates,John,,1997-11-06,1997,11,06
ny1p0ensx8,ny1p0ensx8,4877706,27077,00-0040130,22114,HiggJa00,12484,f55444a9-ccad-4343-bb03-caca6ea3de99,Q125119368,41819,J.Higgins,Jayden,Jayden Higgins,"Higgins, Jayden","Higgins, J",Jayden Higgins,,Jayden Higgins,Higgins,Jayden,,2002-12-15,2002,12,15
nzzyrh3nlm,nzzyrh3nlm,3122840,16398,00-0033537,15231,WatsDe00,4017,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,Q18159104,30125,D.Watson,Derrick,Deshaun Watson,"Watson, Deshaun","Watson, D",Derrick Watson,,Deshaun Watson,Watson,Deshaun,,1995-09-14,1995,09,14
p0cz0w4lvr,p0cz0w4lvr,3139477,16413,00-0033873,15234,MahoPa00,4046,11cad59d-90dd-449c-a839-dddaba4fe16c,Q19667998,30123,P.Mahomes,Patrick,Patrick Mahomes,"Mahomes, Patrick","Mahomes, P",Patrick Mahomes,,Patrick Mahomes,Mahomes,Patrick,,1995-09-17,1995,09,17
p0f7f88p8d,p0f7f88p8d,4695883,26403,00-0039491,21570,CokeJa01,11646,67977ab0-070b-11ef-978d-05d80704d329,Q124725453,41293,J.Coker,Jalen,Jalen Coker,"Coker, Jalen","Coker, J",Jalen Coker,,Jalen Coker,Coker,Jalen,,2001-10-30,2001,10,30
p0xps0lfyr,p0xps0lfyr,4430539,25345,00-0038935,20425,StraBr00,9480,94f135f7-9d54-4cbd-b560-fcaf83d414b0,Q115492004,40078,B.Strange,Brenton,Brenton Strange,"Strange, Brenton","Strange, B",Brenton Strange,,Brenton Strange,Strange,Brenton,,2000-12-27,2000,12,27
p1tgm3gk7d,p1tgm3gk7d,4569682,23054,00-0039373,21134,EstiAu00,11579,3b86dd7c-0b21-448d-a662-5675e87fd0da,Q114652896,41019,A.Estime,Audric,Audric Estime,"Estime, Audric","Estime, A",Audric Estime,,Audric Estimé,Estime,Audric,,2003-09-06,2003,09,06
p2p7gd1ns0,p2p7gd1ns0,4241478,19222,00-0036912,18778,SmitDe07,7525,3555d07e-57ae-43de-97d5-b1b5bf055f17,Q68974853,33398,D.Smith,DeVonta,DeVonta Smith,"Smith, DeVonta","Smith, D",DeVonta Smith,,DeVonta Smith,Smith,DeVonta,,1998-11-14,1998,11,14
p3285j2vp0,p3285j2vp0,4361050,23781,00-0037838,19464,LikeIs00,8131,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,Q108908602,34095,I.Likely,Isaiah,Isaiah Likely,"Likely, Isaiah","Likely, I",Isaiah Likely,,Isaiah Likely,Likely,Isaiah,,2000-04-18,2000,04,18
p3ce34r13d,p3ce34r13d,3916387,17233,00-0034796,16081,JackLa00,4881,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,Q24809702,31002,L.Jackson,Lamar,Lamar Jackson,"Jackson, Lamar","Jackson, L",Lamar Jackson,,Lamar Jackson,Jackson,Lamar,,1997-01-07,1997,01,07
p724ekkw90,p724ekkw90,4241479,19198,00-0036212,17975,TagoTu00,6768,26ad9c27-de38-495e-913c-6fb2428e76d3,Q47138769,32675,T.Tagovailoa,Tuanigamanuolepola,Tua Tagovailoa,"Tagovailoa, Tua","Tagovailoa, T",Tuanigamanuolepola Tagovailoa,,Tua Tagovailoa,Tagovailoa,Tua,,1998-03-02,1998,03,02
p7jrt3pqnh,p7jrt3pqnh,4036133,18290,00-0035229,17014,HockTJ00,5844,bd1120b6-38b3-4225-a4b0-20660a149d0d,Q59656135,31840,T.Hockenson,Thomas,T.J. Hockenson,"Hockenson, T.J.","Hockenson, T",Thomas Hockenson,,T.J. Hockenson,Hockenson,T.J.,,1997-07-03,1997,07,03
p9fb9b3x5r,p9fb9b3x5r,4831959,28154,00-0041395,23050,RariEl00,13421,aa71e3dc-07e5-4f99-ad1a-2f95ced64c28,Q136035435,42717,E.Raridon,Elijah,Eli Raridon,"Raridon, Eli","Raridon, E",Elijah Raridon,,Eli Raridon,Raridon,Eli,,2004-02-12,2004,02,12
pf3193cwfd,pf3193cwfd,4431492,28896,00-0039739,21148,WilsRo02,11630,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,Q113900863,40952,R.Wilson,Roman,Roman Wilson,"Wilson, Roman","Wilson, R",Roman Wilson,,Roman Wilson,Wilson,Roman,,2001-06-19,2001,06,19
pft5glbsw8,pft5glbsw8,4259305,24049,00-0037091,19736,MeltBo00,8204,36953df8-fbc3-4505-b5b3-dec8433620dc,Q111536390,34185,B.Melton,Miles,Bo Melton,"Melton, Bo","Melton, B",Miles Melton,,Bo Melton,Melton,Bo,,1999-05-18,1999,05,18
pgxkyprl50,pgxkyprl50,3052587,17237,00-0034855,16069,MayfBa00,4892,30198d30-9769-4e10-ac86-b4c91d940802,Q14950655,30971,B.Mayfield,Baker,Baker Mayfield,"Mayfield, Baker","Mayfield, B",Baker Mayfield,,Baker Mayfield,Mayfield,Baker,,1995-04-14,1995,04,14
pjdpnswfc0,pjdpnswfc0,3149687,25823,00-0038685,20954,BrooCh00,11370,35a0d440-f017-11ed-bedb-53f19b227cc3,Q118924098,40625,C.Brooks,Christopher,Chris Brooks,"Brooks, Chris","Brooks, C",Christopher Brooks,,Chris Brooks,Brooks,Chris,,2000-01-11,2000,01,11
pk5bkvkv44,pk5bkvkv44,4372780,22795,00-0037005,18807,TremTo00,7694,cbee2fd3-e5f2-4316-bffd-531f1873f032,Q104848769,33471,T.Tremble,Tommy,Tommy Tremble,"Tremble, Tommy","Tremble, T",Tommy Tremble,,Tommy Tremble,Tremble,Tommy,,2000-06-02,2000,06,02
pkn8c7hx5d,pkn8c7hx5d,4362452,20155,00-0036755,18774,PattJa01,7537,82996e3b-b72d-41ca-8eb1-91e462ceff85,Q92274324,33706,J.Patterson,Jaret,Jaret Patterson,"Patterson, Jaret","Patterson, J",Jaret Patterson,,Jaret Patterson,Patterson,Jaret,,1999-12-23,1999,12,23
pl78cbl4bw,pl78cbl4bw,4565859,27312,00-0041087,23136,RoyeJo01,13435,8ed0fa45-2483-45ba-8c8e-2e836634bf96,Q130344625,42772,J.Royer,Joe,Joe Royer,"Royer, Joe","Royer, J",Joe Royer,,Joe Royer,Royer,Joe,,2002-02-25,2002,02,25
pllf7673cr,pllf7673cr,4596334,25360,00-0038454,20344,MitcKe01,9511,16341d80-f01f-11ed-97df-a94b89ac5704,Q117481811,40641,K.Mitchell,Keaton,Keaton Mitchell,"Mitchell, Keaton","Mitchell, K",Keaton Mitchell,,Keaton Mitchell,Mitchell,Keaton,,2002-01-17,2002,01,17
pmk1k30qg8,pmk1k30qg8,4432710,23065,00-0040734,22072,HendTr02,12529,0d9788e6-03ee-416d-8ba2-deb57037d209,Q108391363,41823,T.Henderson,TreVeyon,TreVeyon Henderson,"Henderson, TreVeyon","Henderson, T",TreVeyon Henderson,,TreVeyon Henderson,Henderson,TreVeyon,,2002-10-22,2002,10,22
pncfsszcsh,pncfsszcsh,4685246,24362,00-0041096,22940,AlleKa01,13405,7980dd2b-0ce0-4936-aaff-536c09608429,Q115492256,42809,K.Allen,Kaytron,Kaytron Allen,"Allen, Kaytron","Allen, K",Kaytron Allen,,Kaytron Allen,Allen,Kaytron,,2003-01-08,2003,01,08
pncv7wpzld,pncv7wpzld,4241474,20094,00-0037746,19468,RobiBr01,8154,795f636e-6f7f-4bc7-a346-2862272abead,Q104872902,34054,Br.Robinson,Brian,Brian Robinson,"Robinson, Brian","Robinson, B",Brian Robinson,,Brian Robinson,Robinson,Brian,,1999-03-22,1999,03,22
ps270tb63r,ps270tb63r,5160110,27810,00-0040277,22746,WalkJa03,13079,46352a70-25f5-11f0-83f2-77ca9eeac893,Q135951999,42400,J.Walker,Jahdae,Jahdae Walker,"Walker, Jahdae","Walker, J",Jahdae Walker,,Jahdae Walker,Walker,Jahdae,,2002-07-05,2002,07,05
psvqkwpgem,psvqkwpgem,4038815,19647,00-0036139,18036,DowdRi01,7021,bba755a2-63b6-4ac1-b806-0609816135de,Q88817822,33100,R.Dowdle,Rico,Rico Dowdle,"Dowdle, Rico","Dowdle, R",Rico Dowdle,,Rico Dowdle,Dowdle,Rico,,1998-06-14,1998,06,14
pt9qf602b4,pt9qf602b4,5083076,27050,00-0040663,22095,FannHa00,12506,8bdf2df7-b51c-4404-b153-8dc62b1e0845,Q130261379,41877,H.Fannin,Harold,Harold Fannin,"Fannin, Harold","Fannin, H",Harold Fannin Jr.,Jr.,Harold Fannin Jr.,Fannin,Harold,,2004-07-20,2004,07,20
pvtp65y1x0,pvtp65y1x0,4037457,18616,00-0035594,17036,HomeTr00,6012,4afb77d8-4564-469b-be4c-5a8587df8046,Q60287086,32036,T.Homer,Travis,Travis Homer,"Homer, Travis","Homer, T",Travis Homer,,Travis Homer,Homer,Travis,,1998-08-07,1998,08,07
pyzc9jrlb8,pyzc9jrlb8,4361529,24333,00-0037197,19486,PachIs00,8205,3a25c037-fa30-4740-b742-ec8e4f1a2a25,Q112501462,34207,I.Pacheco,Isiah,Isiah Pacheco,"Pacheco, Isiah","Pacheco, I",Isiah Pacheco,,Isiah Pacheco,Pacheco,Isiah,,1999-03-02,1999,03,02
pz18xph094,pz18xph094,4685489,25394,00-0040959,23236,OttxJa01,13419,261750e0-4199-11f1-bbb5-8b6de4cce956,Q114324322,42895,J.Ott,Jaydn,Jaydn Ott,"Ott, Jaydn","Ott, J",Jaydn Ott,,Jaydn Ott,Ott,Jaydn,,2002-12-16,2002,12,16
pzt60zyj4r,pzt60zyj4r,4429160,23136,00-0039040,20284,AchaDe00,9226,a4ef921b-8767-4b4f-a651-7675c00f9af0,Q108929256,40118,D.Achane,De'Von,De'Von Achane,"Achane, De'Von","Achane, D",De'Von Achane,,De'Von Achane,Achane,De'Von,,2001-10-13,2001,10,13
q1mtx47g80,q1mtx47g80,2991662,16489,00-0033555,15355,HollMa00,4177,93cb5790-1012-4c42-bccb-5748c27ba7d6,Q24007338,30231,M.Hollins,Mackenzie,Mack Hollins,"Hollins, Mack","Hollins, M",Mackenzie Hollins,,Mack Hollins,Hollins,Mack,,1993-09-16,1993,09,16
q6ee68998m,q6ee68998m,4683151,27093,00-0041132,22078,BurkDe02,13333,d4e8315f-e8e7-4d5b-8494-3306c220cc31,Q123799216,42876,D.Burks,Deion,Deion Burks,"Burks, Deion","Burks, D",Deion Burks,,Deion Burks,Burks,Deion,,2003-01-08,2003,01,08
q77eftq63w,q77eftq63w,4683153,28126,00-0041443,22957,BellSk00,13402,1f9e2e7e-d692-4494-adfb-86437a976450,Q130469392,42747,S.Bell,Skyler,Skyler Bell,"Bell, Skyler","Bell, S",Skyler Bell,,Skyler Bell,Bell,Skyler,,2002-07-05,2002,07,05
q7efvg8s8m,q7efvg8s8m,4612826,26122,00-0039915,21139,McCoLa00,11635,473bc7e5-c393-4f21-9e49-3ffc16711238,Q108913590,40908,L.McConkey,Andrew,Ladd McConkey,"McConkey, Ladd","McConkey, L",Andrew McConkey,,Ladd McConkey,McConkey,Ladd,,2001-11-11,2001,11,11
qdzrc44sj0,qdzrc44sj0,4430968,26355,00-0039391,21169,VidaKi00,11647,ed923635-f021-4b76-9dbb-9f1901eeaab9,Q123001109,41052,K.Vidal,Kimani,Kimani Vidal,"Vidal, Kimani","Vidal, K",Kimani Vidal,,Kimani Vidal,Vidal,Kimani,,2001-08-28,2001,08,28
qe49b32epw,qe49b32epw,3926231,24234,00-0037132,19984,CoveBr00,8414,75774350-ce18-11ec-bebb-4fec1e38b0e5,Q111820833,34378,B.Covey,Britain,Britain Covey,"Covey, Britain","Covey, B",Britain Covey,,Britain Covey,Covey,Britain,,1997-03-18,1997,03,18
qfdbw0gyp8,qfdbw0gyp8,3916433,18598,00-0034960,17061,MeyeJa01,5947,73e194d1-a4b7-4de4-b1c2-3c24ef502918,Q66162408,32231,J.Meyers,Jakobi,Jakobi Meyers,"Meyers, Jakobi","Meyers, J",Jakobi Meyers,,Jakobi Meyers,Meyers,Jakobi,,1996-11-09,1996,11,09
qjv8de7b2h,qjv8de7b2h,4869961,26038,00-0041525,22946,BellCh00,13311,e1d2a5a1-71a9-4053-b475-8e5075cb1860,Q135654188,42716,C.Bell,Christopher,Chris Bell,"Bell, Chris","Bell, C",Christopher Bell,,Chris Bell,Bell,Chris,,2004-06-07,2004,06,07
qkprh9eh1h,qkprh9eh1h,4912274,26309,00-0039364,21297,VakiSi00,11729,f5e0334b-b5f1-422f-a437-199c36cc108d,Q123321999,41006,S.Vaki,Sione,Sione Vaki,"Vaki, Sione","Vaki, S",Sione Vaki,,Sione Vaki,Vaki,Sione,,2001-07-30,2001,07,30
qmh60nj1c8,qmh60nj1c8,4695705,28157,00-0041472,23026,KleiMa00,13307,bc8c44b4-bda4-43e6-9ed4-6da16263e7f2,Q129169419,42681,M.Klein,Marlin,Marlin Klein,"Klein, Marlin","Klein, M",Marlin Klein,,Marlin Klein,Klein,Marlin,,2002-09-17,2002,09,17
qne54t8c0d,qne54t8c0d,4698253,27498,00-0040568,22623,LariLa00,12969,e2d48330-251e-11f0-aae1-fdfd5aa92d71,Q134136921,42284,L.Larison,Lan,Lan Larison,"Larison, Lan","Larison, L",Lan Larison,,Lan Larison,Larison,Lan,,2001-10-11,2001,10,11
qtx2m7zwrd,qtx2m7zwrd,4876995,27896,00-0040265,22839,ReedJa05,13179,c2fa3bf0-2cd9-11f0-a86e-fde592bc08fd,Q137294764,42497,J.Reed,Ja'Seem,Ja'Seem Reed,"Reed, Ja'Seem","Reed, J",Ja'Seem Reed,,Ja'Seem Reed,Reed,Ja'Seem,,2003-03-21,2003,03,21
qyjnx56qbm,qyjnx56qbm,4374045,24182,00-0037277,19686,QuitTe00,8227,06cb6aff-c81e-4553-95ba-467187f408d4,Q111805021,34126,T.Quitoriano,Teagan,Teagan Quitoriano,"Quitoriano, Teagan","Quitoriano, T",Teagan Quitoriano,,Teagan Quitoriano,Quitoriano,Teagan,,2000-03-15,2000,03,15
qzhsgm4rvd,qzhsgm4rvd,4360290,25469,00-0038643,20603,WillBr06,10224,733cc366-53e3-4703-a2fc-2aa860272cf3,Q117706515,40261,B.Willis,Brayden,Brayden Willis,"Willis, Brayden","Willis, B",Brayden Willis,,Brayden Willis,Willis,Brayden,,1999-11-11,1999,11,11
r3gep5y998,r3gep5y998,4382466,24177,00-0037291,19715,NailJa00,8180,3f9e3634-54d7-46a4-bf26-67274500c907,Q111818660,34147,J.Nailor,Jalen,Jalen Nailor,"Nailor, Jalen","Nailor, J",Jalen Nailor,,Jalen Nailor,Nailor,Jalen,,1999-03-02,1999,03,02
r550lcj7hh,r550lcj7hh,5083754,26398,00-0039410,21355,FlouRy00,11783,ebf6bc25-5e74-4588-86d6-5dadba3f9bcd,Q125613332,41087,R.Flournoy,Ryan,Ryan Flournoy,"Flournoy, Ryan","Flournoy, R",Ryan Flournoy,,Ryan Flournoy,Flournoy,Ryan,,1999-10-27,1999,10,27
r6xfsjdjfh,r6xfsjdjfh,4567156,22905,00-0037742,19429,BurkTr00,8135,45763342-0208-46ab-a5d2-6c6e4ff66b66,Q104081173,33973,T.Burks,Treylon,Treylon Burks,"Burks, Treylon","Burks, T",Treylon Burks,,Treylon Burks,Burks,Treylon,,2000-03-23,2000,03,23
r8z4mr008r,r8z4mr008r,4870795,25420,00-0040867,22932,LemoMa00,13294,a6a64214-6f1d-4682-9559-287fb4fe7461,Q132125839,42642,M.Lemon,Makai,Makai Lemon,"Lemon, Makai","Lemon, M",Makai Lemon,,Makai Lemon,Lemon,Makai,,2004-06-02,2004,06,02
rfpp3yeptm,rfpp3yeptm,2578570,15642,00-0033119,14802,BrisJa00,3257,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,Q18022139,29325,J.Brissett,Jacoby,Jacoby Brissett,"Brissett, Jacoby","Brissett, J",Jacoby Brissett,,Jacoby Brissett,Brissett,Jacoby,,1992-12-11,1992,12,11
rgtxr61d5h,rgtxr61d5h,3917792,18232,00-0035710,17008,JoneDa05,5870,0042266b-cb28-4012-bfd2-06650badad97,Q39075157,31838,D.Jones,Daniel,Daniel Jones,"Jones, Daniel","Jones, D",Daniel Jones,,Daniel Jones,Jones,Daniel,,1997-05-27,1997,05,27
rhehkfh858,rhehkfh858,4808830,25976,00-0040651,22083,MartDa02,12462,487da97d-a1e8-4a1f-9b43-085944ea1a44,Q118220427,42015,D.Martinez,Damien,Damien Martinez,"Martinez, Damien","Martinez, D",Damien Martinez,,Damien Martinez,Martinez,Damien,,2004-01-31,2004,01,31
rhhh7tzhsh,rhhh7tzhsh,4242557,19372,00-0036244,18018,ParkCo02,6865,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,Q72748145,32803,C.Parkinson,Colby,Colby Parkinson,"Parkinson, Colby","Parkinson, C",Colby Parkinson,,Colby Parkinson,Parkinson,Colby,,1999-01-07,1999,01,07
rl0q5x6pgh,rl0q5x6pgh,4362018,25657,00-0038710,20722,WhitBl01,11201,9a8395a0-e900-11ed-9cad-a989770811a8,Q118095782,40433,B.Whiteheart,Blake,Blake Whiteheart,"Whiteheart, Blake","Whiteheart, B",Blake Whiteheart,,Blake Whiteheart,Whiteheart,Blake,,2000-03-22,2000,03,22
rljsxgrlwh,rljsxgrlwh,4426385,23152,00-0039165,19469,CharZa00,9753,7d7f1628-85a7-4633-9ffe-d82fc2761b00,Q66857114,40075,Z.Charbonnet,Zachariah,Zach Charbonnet,"Charbonnet, Zach","Charbonnet, Z",Zachariah Charbonnet,,Zach Charbonnet,Charbonnet,Zach,,2001-01-08,2001,01,08
rmvqkx4hcd,rmvqkx4hcd,4573699,27469,00-0040194,22287,HaweJa00,12658,87304bcd-83f1-4e59-b9cb-6474f7e0dc01,Q131363525,41959,J.Hawes,Jackson,Jackson Hawes,"Hawes, Jackson","Hawes, J",Jackson Hawes,,Jackson Hawes,Hawes,Jackson,,2000-12-06,2000,12,06
rns539tb70,rns539tb70,4597703,26022,00-0040648,21171,HortTo00,12497,66dd47a3-fb5d-434f-a580-b2069e2904f8,Q121432755,41952,T.Horton,Tory,Tory Horton,"Horton, Tory","Horton, T",Tory Horton,,Tory Horton,Horton,Tory,,2002-11-29,2002,11,29
rqcvzh906w,rqcvzh906w,4710341,24335,00-0040692,22124,HuntJa03,11569,e71d4c32-3233-467f-ab01-71de34e5d9b4,Q113825612,41919,J.Hunter,Jarquez,Jarquez Hunter,"Hunter, Jarquez","Hunter, J",Jarquez Hunter,,Jarquez Hunter,Hunter,Jarquez,,2002-12-29,2002,12,29
rsvhgqmv4d,rsvhgqmv4d,4426388,23677,00-0037240,19435,WillJa11,8148,590adb00-5598-47ad-b6d4-16a6c5519847,Q108405509,33967,J.Williams,Jameson,Jameson Williams,"Williams, Jameson","Williams, J",Jameson Williams,,Jameson Williams,Williams,Jameson,,2001-03-26,2001,03,26
rvd83bc5xd,rvd83bc5xd,4603186,27224,00-0040729,22112,BechJa00,12483,01079767-a3a3-437d-b935-ea0ecb1fe68b,Q130332382,41843,J.Bech,Jack,Jack Bech,"Bech, Jack","Bech, J",Jack Bech,,Jack Bech,Bech,Jack,,2002-12-18,2002,12,18
rwmb9yftqm,rwmb9yftqm,2973405,16081,00-0032464,14572,RaymKa00,3634,e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36,Q27949789,29631,K.Raymond,Kalif,Kalif Raymond,"Raymond, Kalif","Raymond, K",Kalif Raymond,,Kalif Raymond,Raymond,Kalif,,1994-08-08,1994,08,08
rwqm3lmb80,rwqm3lmb80,4874509,27097,00-0040179,22096,GiddDJ00,12471,73ffa6e6-7fb3-4f34-a856-38bfd62cca15,Q122808665,41937,D.Giddens,DJ,DJ Giddens,"Giddens, DJ","Giddens, D",DJ Giddens,,DJ Giddens,Giddens,DJ,,2003-08-26,2003,08,26
s1y34xqkew,s1y34xqkew,4432260,28168,00-0040879,23074,HibnMa00,13324,8f18100f-d967-4cac-b1b7-7af70c4d985a,Q137917364,42755,M.Hibner,Matthew,Matthew Hibner,"Hibner, Matthew","Hibner, M",Matthew Hibner,,Matthew Hibner,Hibner,Matthew,,2002-03-09,2002,03,09
s6tnff4w4h,s6tnff4w4h,4565297,27718,00-0040498,22601,FlemDo00,12946,d3f1c620-250f-11f0-860d-4396a96b1cd5,Q136325019,42255,D.Fleming,Dontae,Dontae Fleming,"Fleming, Dontae","Fleming, D",Dontae Fleming,,Dontae Fleming,Fleming,Dontae,,2001-11-28,2001,11,28
s7wsz1tl0w,s7wsz1tl0w,4426496,25269,00-0039359,21152,StovCa00,11599,559d5222-0403-4a14-94c7-c7bd5072c939,Q114237471,40987,C.Stover,Cade,Cade Stover,"Stover, Cade","Stover, C",Cade Stover,,Cade Stover,Stover,Cade,,2000-06-12,2000,06,12
s7zcp6g4h4,s7zcp6g4h4,3123076,16399,00-0033885,15227,NjokDa00,4033,8f86fcea-90e8-49ea-bc78-5c7659313e57,Q28078307,30142,D.Njoku,Chief,David Njoku,"Njoku, David","Njoku, D",Chief Njoku,,David Njoku,Njoku,David,,1996-07-10,1996,07,10
s9h217dk5h,s9h217dk5h,4427985,26354,00-0039386,21414,MeanBu00,11748,ef0feb13-57b8-474c-a723-cf03f57a321a,Q123482404,41045,B.Means,Jerrod,Bub Means,"Means, Bub","Means, B",Jerrod Means,,Bub Means,Means,Bub,,2001-01-10,2001,01,10
se099pd9ch,se099pd9ch,3120348,16427,00-0033857,15305,SmitJu00,4040,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,Q18706057,30175,J.Smith-Schuster,John,JuJu Smith-Schuster,"Smith-Schuster, JuJu","Smith-Schuster, J",John Smith-Schuster,,JuJu Smith-Schuster,Smith-Schuster,JuJu,,1996-11-22,1996,11,22
sghw3m1z38,sghw3m1z38,4682745,25987,00-0039874,21160,WrigJa04,11643,ba9e1390-028b-47c9-8710-84cee3fa25de,Q123116440,41010,J.Wright,Jaylen,Jaylen Wright,"Wright, Jaylen","Wright, J",Jaylen Wright,,Jaylen Wright,Wright,Jaylen,,2003-04-01,2003,04,01
sh5p9yy67h,sh5p9yy67h,4039160,22841,00-0036876,18982,GranKy00,7602,bcc0167c-05fd-4b23-981e-60b8784ceb33,Q106590121,33515,K.Granson,Kylen,Kylen Granson,"Granson, Kylen","Granson, K",Kylen Granson,,Kylen Granson,Granson,Kylen,,1998-03-27,1998,03,27
srenpf3qwh,srenpf3qwh,4240631,19521,00-0036425,18005,DallDe00,6931,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,Q87893202,32814,D.Dallas,DeeJay,DeeJay Dallas,"Dallas, DeeJay","Dallas, D",DeeJay Dallas,,DeeJay Dallas,Dallas,DeeJay,,1998-09-16,1998,09,16
st4dysvvpm,st4dysvvpm,4870612,25419,00-0041044,22951,BranZa00,13320,41f192cd-cc4a-44bc-9c21-43a19ecfc86c,Q121572487,42701,Z.Branch,Zachariah,Zachariah Branch,"Branch, Zachariah","Branch, Z",Zachariah Branch,,Zachariah Branch,Branch,Zachariah,,2004-03-29,2004,03,29
sv5s61hsf8,sv5s61hsf8,4363551,25912,00-0038953,21045,DrumDy00,11474,e34c6990-f35c-11ed-ac5f-715e78829103,Q121444080,40737,D.Drummond,Dylan,Dylan Drummond,"Drummond, Dylan","Drummond, D",Dylan Drummond,,Dylan Drummond,Drummond,Dylan,,2000-01-17,2000,01,17
sv9cmfgphd,sv9cmfgphd,4372758,23049,00-0037231,19891,AustKe00,8200,3173c5c0-cbb6-11ec-88c8-199e5defa0d2,Q111594870,34242,K.Austin,Kevin,Kevin Austin,"Austin, Kevin","Austin, K",Kevin Austin Jr.,Jr.,Kevin Austin Jr.,Austin,Kevin,,2000-03-30,2000,03,30
svcctyhwx8,svcctyhwx8,4241464,20156,00-0036972,18800,JoneMa05,7527,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,Q64009136,33403,M.Jones,Michael,Mac Jones,"Jones, Mac","Jones, M",Michael Jones,,Mac Jones,Jones,Mac,,1998-09-05,1998,09,05
svjtece4kw,svjtece4kw,4685720,22900,00-0039150,20281,YounBr01,9228,38475bfa-9773-4c3b-9157-a0dbd576fa22,Q79416176,40029,B.Young,Bryce,Bryce Young,"Young, Bryce","Young, B",Bryce Young,,Bryce Young,Young,Bryce,,2001-07-25,2001,07,25
swj9z3p6yh,swj9z3p6yh,4037235,18585,00-0035500,17057,DortGr01,5970,4484c7d1-025a-4f26-8e9b-48503afb0c68,Q60215524,32523,G.Dortch,Greg,Greg Dortch,"Dortch, Greg","Dortch, G",Greg Dortch,,Greg Dortch,Dortch,Greg,,1998-05-29,1998,05,29
t0g1wwfvpd,t0g1wwfvpd,4360238,22947,00-0037258,19447,PierDa01,8129,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,Q110826056,34063,D.Pierce,Dameon,Dameon Pierce,"Pierce, Dameon","Pierce, D",Dameon Pierce,,Dameon Pierce,Pierce,Dameon,,2000-02-19,2000,02,19
t1e28kz6td,t1e28kz6td,4832955,28107,00-0041013,22939,JohnEm01,13337,ec3e0874-c2bc-49f6-b4b1-dfc874eecb9b,Q136198724,42796,E.Johnson,Emmett,Emmett Johnson,"Johnson, Emmett","Johnson, E",Emmett Johnson,,Emmett Johnson,Johnson,Emmett,,2003-10-10,2003,10,10
t22f7ws14d,t22f7ws14d,4567096,22895,00-0037614,19454,MetcJo00,8147,2995df34-ee81-4320-be1e-1c497b83c927,Q100452961,33999,J.Metchie,John,John Metchie,"Metchie, John","Metchie, J",John Metchie III,III,John Metchie III,Metchie,John,,2000-07-18,2000,07,18
t740lekm0m,t740lekm0m,4685278,27016,00-0040735,22060,BurdLu00,12519,a4c21977-c9d1-40f8-abee-0862dfab9195,Q113458673,41824,L.Burden,Luther,Luther Burden,"Burden, Luther","Burden, L",Luther Burden III,III,Luther Burden III,Burden,Luther,,2003-12-12,2003,12,12
